index,u_grid,u_geom,t_progress,t_eval_used_for_tracks,x,y,width_eval,height_eval,theta_eval,theta_internal,theta_raw,tangent_angle,effective_theta,offset_eval,alpha_eval
173,0.565789,0.565789,0.565874,0.565874,138.162526,342.254455,63.650492,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.170631,0.000000
174,0.569079,0.569079,0.569163,0.569163,138.137975,344.244034,62.334629,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.154183,0.000000
175,0.572368,0.572368,0.572453,0.572453,138.113423,346.233612,61.018766,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.137735,0.000000
176,0.575658,0.575658,0.575743,0.575743,138.088871,348.223190,59.702904,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.121286,0.000000
177,0.578947,0.578947,0.579032,0.579032,138.064320,350.212769,58.387041,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.104838,0.000000
178,0.582237,0.582237,0.582322,0.582322,138.039768,352.202347,57.071178,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.088390,0.000000
179,0.585526,0.585526,0.585612,0.585612,138.015216,354.191926,55.755315,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.071941,0.000000
180,0.588816,0.588816,0.588901,0.588901,137.990665,356.181504,54.439453,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.055493,0.000000
181,0.592105,0.592105,0.592191,0.592191,137.966113,358.171082,53.123590,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.039045,0.000000
182,0.595395,0.595395,0.595481,0.595481,137.941561,360.160661,51.807727,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.022597,0.000000
183,0.598684,0.598684,0.598770,0.598770,137.917010,362.150239,50.491864,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,0.006148,0.000000
184,0.601974,0.601974,0.602060,0.602060,137.875292,364.139748,49.176002,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.027467,0.000000
185,0.605263,0.605263,0.605350,0.605350,137.823326,366.129214,47.860139,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.071329,0.000000
186,0.608553,0.608553,0.608639,0.608639,137.771361,368.118681,46.544276,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.115191,0.000000
187,0.611842,0.611842,0.611929,0.611929,137.719396,370.108148,45.228414,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.159053,0.000000
188,0.615132,0.615132,0.615219,0.615219,137.667431,372.097614,43.912551,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.202915,0.000000
189,0.618421,0.618421,0.618508,0.618508,137.615466,374.087081,42.596688,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.246777,0.000000
190,0.621711,0.621711,0.621798,0.621798,137.563500,376.076548,41.280825,6.000000,1.570796,1.570796,1.570796,1.574869,-3.137520,-0.290639,0.000000
191,0.625000,0.625000,0.625088,0.625088,137.511953,378.050608,39.964963,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.334501,0.000000
192,0.627604,0.627604,0.627692,0.627692,137.398297,379.622183,38.923140,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.369229,0.000000
193,0.630208,0.630208,0.630297,0.630297,137.284641,381.193758,37.881318,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.403956,0.000000
194,0.632812,0.632812,0.632901,0.632901,137.170985,382.765333,36.839495,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.438683,0.000000
195,0.634766,0.634766,0.634855,0.634855,137.085743,383.944015,36.058129,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.464729,0.000000
196,0.636719,0.636719,0.636808,0.636808,137.000501,385.122696,35.276762,6.000000,1.570796,1.570796,1.570796,1.620949,-3.091440,-0.490775,0.000000
197,0.638672,0.638672,0.638761,0.638761,136.911669,386.245588,34.495700,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.516810,0.000000
198,0.640625,0.640625,0.640714,0.640714,136.701380,387.408487,33.714333,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.542856,0.000000
199,0.643229,0.643229,0.643319,0.643319,136.420994,388.959019,32.672511,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.577583,0.000000
200,0.645833,0.645833,0.645923,0.645923,136.140608,390.509551,31.630688,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.612310,0.000000
201,0.648438,0.648438,0.648528,0.648528,135.860223,392.060083,30.588866,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.647038,0.000000
202,0.650391,0.650391,0.650481,0.650481,135.649933,393.222982,29.807499,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.673083,0.000000
203,0.652344,0.652344,0.652435,0.652435,135.439644,394.385881,29.026132,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.699129,0.000000
204,0.654297,0.654297,0.654388,0.654388,135.229355,395.548780,28.244766,6.000000,1.570796,1.570796,1.570796,1.727654,-2.984735,-0.725174,0.000000
205,0.656250,0.656250,0.656339,0.656339,135.004666,396.621585,27.464333,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.751189,0.000000
206,0.658854,0.658854,0.658944,0.658944,134.550912,398.130516,26.422510,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.785916,0.000000
207,0.661458,0.661458,0.661548,0.661548,134.097159,399.639447,25.380688,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.820644,0.000000
208,0.664062,0.664062,0.664153,0.664153,133.643405,401.148379,24.338865,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.855371,0.000000
209,0.666016,0.666016,0.666106,0.666106,133.303090,402.280077,23.557499,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.881417,0.000000
210,0.667969,0.667969,0.668060,0.668060,132.962774,403.411776,22.776132,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.907462,0.000000
211,0.669922,0.669922,0.670013,0.670013,132.622459,404.543474,21.994765,6.000000,1.570796,1.570796,1.570796,1.840865,-2.871524,-0.933508,0.000000
212,0.671875,0.671875,0.671966,0.671966,132.317943,405.568023,21.213427,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-0.959552,0.000000
213,0.674479,0.674479,0.674571,0.674571,131.689994,407.013169,20.171604,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-0.994280,0.000000
214,0.677083,0.677083,0.677176,0.677176,131.062045,408.458315,19.129782,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-1.029007,0.000000
215,0.679688,0.679688,0.679780,0.679780,130.434097,409.903461,18.087959,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-1.063735,0.000000
216,0.681641,0.681641,0.681734,0.681734,129.963135,410.987320,17.306593,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-1.089780,0.000000
217,0.683594,0.683594,0.683687,0.683687,129.492173,412.071179,16.525226,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-1.115826,0.000000
218,0.685547,0.685547,0.685640,0.685640,129.021212,413.155039,15.743859,6.000000,1.570796,1.570796,1.570796,1.958664,-2.753725,-1.141871,0.000000
219,0.687500,0.687500,0.687591,0.687591,128.580939,414.098285,14.963502,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.167883,0.000000
220,0.690104,0.690104,0.690196,0.690196,127.784538,415.457885,13.921680,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.202611,0.000000
221,0.692708,0.692708,0.692800,0.692800,126.988138,416.817485,12.879857,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.237338,0.000000
222,0.695312,0.695312,0.695405,0.695405,126.191737,418.177085,11.838035,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.272066,0.000000
223,0.697266,0.697266,0.697358,0.697358,125.594436,419.196785,11.056668,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.298111,0.000000
224,0.699219,0.699219,0.699312,0.699312,124.997136,420.216485,10.275301,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.324157,0.000000
225,0.701172,0.701172,0.701265,0.701265,124.399835,421.236185,10.000000,6.000000,1.570796,1.570796,1.570796,2.078639,-2.633750,-1.350202,0.000000
226,0.703125,0.703125,0.703217,0.703217,123.791435,422.053766,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.376222,0.000000
227,0.705729,0.705729,0.705821,0.705821,122.838543,423.308662,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.410950,0.000000
228,0.708333,0.708333,0.708426,0.708426,121.885652,424.563557,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.445677,0.000000
229,0.710938,0.710938,0.711030,0.711030,120.932760,425.818453,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.480405,0.000000
230,0.712891,0.712891,0.712984,0.712984,120.218091,426.759625,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.506450,0.000000
231,0.714844,0.714844,0.714937,0.714937,119.503423,427.700797,10.000000,6.000000,1.570796,1.570796,1.570796,2.198206,-2.514183,-1.532496,0.000000
232,0.716797,0.716797,0.716888,0.716888,118.826890,428.438113,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.558506,0.000000
233,0.718750,0.718750,0.718841,0.718841,118.007419,429.289596,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.584551,0.000000
234,0.721354,0.721354,0.721446,0.721446,116.914792,430.424907,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.619279,0.000000
235,0.723958,0.723958,0.724050,0.724050,115.822164,431.560218,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.654006,0.000000
236,0.726562,0.726562,0.726655,0.726655,114.729537,432.695529,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.688733,0.000000
237,0.728516,0.728516,0.728608,0.728608,113.910066,433.547012,10.000000,6.000000,1.570796,1.570796,1.570796,2.314997,-2.397392,-1.714779,0.000000
238,0.730469,0.730469,0.730560,0.730560,113.154749,434.184340,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.740801,0.000000
239,0.732422,0.732422,0.732513,0.732513,112.245105,434.938731,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.766846,0.000000
240,0.734375,0.734375,0.734467,0.734467,111.335462,435.693121,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.792892,0.000000
241,0.736328,0.736328,0.736420,0.736420,110.425818,436.447512,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.818937,0.000000
242,0.738281,0.738281,0.738374,0.738374,109.516175,437.201902,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.844983,0.000000
243,0.740234,0.740234,0.740327,0.740327,108.606532,437.956293,10.000000,6.000000,1.570796,1.570796,1.570796,2.427183,-2.285206,-1.871028,0.000000
244,0.742188,0.742188,0.742280,0.742280,107.849678,438.578295,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-1.897063,0.000000
245,0.744792,0.744792,0.744884,0.744884,106.536798,439.449565,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-1.931790,0.000000
246,0.747396,0.747396,0.747489,0.747489,105.223917,440.320835,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-1.966517,0.000000
247,0.750000,0.750000,0.750093,0.750093,103.911037,441.192104,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-2.001245,0.000000
248,0.751953,0.751953,0.752047,0.752047,102.926376,441.845556,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-2.027290,0.000000
249,0.753906,0.753906,0.754000,0.754000,101.941716,442.499009,10.000000,6.000000,1.570796,1.570796,1.570796,2.533652,-2.178737,-2.053336,0.000000
250,0.755859,0.755859,0.755951,0.755951,101.104337,442.994383,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.079349,0.000000
251,0.757812,0.757812,0.757905,0.757905,100.059153,443.545877,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.105394,0.000000
252,0.760417,0.760417,0.760509,0.760509,98.665574,444.281203,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.140122,0.000000
253,0.763021,0.763021,0.763114,0.763114,97.271995,445.016528,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.174849,0.000000
254,0.765625,0.765625,0.765718,0.765718,95.878416,445.751853,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.209577,0.000000
255,0.767578,0.767578,0.767672,0.767672,94.833231,446.303347,10.000000,6.000000,1.570796,1.570796,1.570796,2.634027,-2.078362,-2.235622,0.000000
256,0.769531,0.769531,0.769625,0.769625,94.004545,446.577307,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.261661,0.000000
257,0.771484,0.771484,0.771578,0.771578,92.893089,446.978829,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.287707,0.000000
258,0.773438,0.773438,0.773531,0.773531,91.781632,447.380351,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.313752,0.000000
259,0.776042,0.776042,0.776136,0.776136,90.299689,447.915713,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.348480,0.000000
260,0.778646,0.778646,0.778741,0.778741,88.817747,448.451075,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.383207,0.000000
261,0.781250,0.781250,0.781345,0.781345,87.335804,448.986437,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.417934,0.000000
262,0.783854,0.783854,0.783950,0.783950,85.853862,449.521799,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.452662,0.000000
263,0.786458,0.786458,0.786554,0.786554,84.371919,450.057161,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.487389,0.000000
264,0.789062,0.789062,0.789159,0.789159,82.889977,450.592524,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.522117,0.000000
265,0.791016,0.791016,0.791112,0.791112,81.778520,450.994045,10.000000,6.000000,1.570796,1.570796,1.570796,2.772883,-1.939506,-2.548162,0.000000
266,0.792969,0.792969,0.793059,0.793059,81.073060,451.210926,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.574125,0.000000
267,0.794922,0.794922,0.795013,0.795013,79.909347,451.416664,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.600170,0.000000
268,0.796875,0.796875,0.796966,0.796966,78.745633,451.622401,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.626216,0.000000
269,0.800000,0.800000,0.800092,0.800092,76.883692,451.951580,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.667889,0.000000
270,0.803125,0.803125,0.803217,0.803217,75.021752,452.280759,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.709562,0.000000
271,0.806250,0.806250,0.806343,0.806343,73.159811,452.609939,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.751235,0.000000
272,0.809375,0.809375,0.809468,0.809468,71.297870,452.939118,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.792908,0.000000
273,0.812500,0.812500,0.812594,0.812594,69.435929,453.268297,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.834580,0.000000
274,0.814453,0.814453,0.814547,0.814547,68.272216,453.474034,10.000000,6.000000,1.570796,1.570796,1.570796,2.944566,-1.767823,-2.860626,0.000000
275,0.816406,0.816406,0.816496,0.816496,67.578343,453.581823,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-2.886609,0.000000
276,0.818359,0.818359,0.818449,0.818449,66.396633,453.592726,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-2.912655,0.000000
277,0.820312,0.820312,0.820403,0.820403,65.214924,453.603630,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-2.938701,0.000000
278,0.822917,0.822917,0.823007,0.823007,63.639312,453.618167,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-2.973428,0.000000
279,0.825521,0.825521,0.825612,0.825612,62.063699,453.632705,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.008155,0.000000
280,0.828125,0.828125,0.828216,0.828216,60.488087,453.647243,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.042883,0.000000
281,0.830729,0.830729,0.830821,0.830821,58.912474,453.661781,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.077610,0.000000
282,0.833333,0.833333,0.833425,0.833425,57.336862,453.676318,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.112338,0.000000
283,0.835938,0.835938,0.836030,0.836030,55.761249,453.690856,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.147065,0.000000
284,0.837891,0.837891,0.837983,0.837983,54.579540,453.701760,10.000000,6.000000,1.570796,1.570796,1.570796,3.110325,-1.602064,-3.173111,0.000000
285,0.839844,0.839844,0.839935,0.839935,53.977505,453.545292,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.199138,0.000000
286,0.841797,0.841797,0.841889,0.841889,52.812558,453.346662,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.225184,0.000000
287,0.843750,0.843750,0.843842,0.843842,51.647610,453.148032,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.251229,0.000000
288,0.846354,0.846354,0.846447,0.846447,50.094347,452.883192,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.285957,0.000000
289,0.848958,0.848958,0.849051,0.849051,48.541084,452.618352,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.320684,0.000000
290,0.851562,0.851562,0.851656,0.851656,46.987821,452.353512,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.355412,0.000000
291,0.853516,0.853516,0.853609,0.853609,45.822874,452.154882,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.381457,0.000000
292,0.855469,0.855469,0.855563,0.855563,44.657927,451.956252,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.407503,0.000000
293,0.857422,0.857422,0.857516,0.857516,43.492980,451.757622,10.000000,6.000000,1.570796,1.570796,1.570796,-2.994753,-1.423956,-3.433548,0.000000
294,0.859375,0.859375,0.859463,0.859463,43.120879,451.546417,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.459501,0.000000
295,0.861979,0.861979,0.862067,0.862067,41.663537,450.947316,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.494228,0.000000
296,0.864583,0.864583,0.864672,0.864672,40.206196,450.348215,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.528955,0.000000
297,0.867188,0.867188,0.867276,0.867276,38.748855,449.749113,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.563683,0.000000
298,0.869141,0.869141,0.869230,0.869230,37.655849,449.299787,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.589728,0.000000
299,0.871094,0.871094,0.871183,0.871183,36.562843,448.850461,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.615774,0.000000
300,0.873047,0.873047,0.873136,0.873136,35.469837,448.401135,10.000000,6.000000,1.570796,1.570796,1.570796,-2.773602,-1.202806,-3.641819,0.000000
301,0.875000,0.875000,0.875085,0.875085,35.121711,448.310920,10.000000,6.000000,1.570796,1.570796,1.570796,-2.547782,-0.976986,-3.667806,0.000000
302,0.876953,0.876953,0.877039,0.877039,34.157062,447.628272,10.000000,6.000000,1.570796,1.570796,1.570796,-2.547782,-0.976986,-3.693852,0.000000
303,0.878906,0.878906,0.878992,0.878992,33.192413,446.945624,10.000000,6.000000,1.570796,1.570796,1.570796,-2.547782,-0.976986,-3.719897,0.000000
304,0.880859,0.880859,0.880946,0.880946,32.227764,446.262976,10.000000,6.000000,1.570796,1.570796,1.570796,-2.547782,-0.976986,-3.745943,0.000000
305,0.882812,0.882812,0.882891,0.882891,31.880363,446.006147,10.000000,6.000000,1.570796,1.570796,1.570796,-2.349441,-0.778645,-3.771884,0.000000
306,0.884766,0.884766,0.884845,0.884845,31.069138,445.146805,10.000000,6.000000,1.570796,1.570796,1.570796,-2.349441,-0.778645,-3.797930,0.000000
307,0.886719,0.886719,0.886798,0.886798,30.257912,444.287463,10.000000,6.000000,1.570796,1.570796,1.570796,-2.349441,-0.778645,-3.823975,0.000000
308,0.888672,0.888672,0.888752,0.888752,29.446687,443.428121,10.000000,6.000000,1.570796,1.570796,1.570796,-2.349441,-0.778645,-3.850021,0.000000
309,0.890625,0.890625,0.890696,0.890696,29.399980,443.181441,10.000000,6.000000,1.570796,1.570796,1.570796,-2.103280,-0.532483,-3.875941,0.000000
310,0.892578,0.892578,0.892649,0.892649,28.822616,442.150322,10.000000,6.000000,1.570796,1.570796,1.570796,-2.103280,-0.532483,-3.901987,0.000000
311,0.894531,0.894531,0.894602,0.894602,28.245252,441.119203,10.000000,6.000000,1.570796,1.570796,1.570796,-2.103280,-0.532483,-3.928032,0.000000
312,0.896484,0.896484,0.896536,0.896536,28.268296,441.065521,10.000000,6.000000,1.570796,1.570796,1.570796,-1.815973,-0.245176,-3.953812,0.000000
313,0.898438,0.898438,0.898489,0.898489,28.006787,439.913059,10.000000,6.000000,1.570796,1.570796,1.570796,-1.815973,-0.245176,-3.979858,0.000000
314,0.900391,0.900391,0.900443,0.900443,27.722371,438.766328,10.000000,6.000000,1.570796,1.570796,1.570796,-1.815973,-0.245176,-3.982290,0.000000
315,0.902344,0.902344,0.902377,0.902377,27.593008,438.781347,10.000000,6.000000,1.570796,1.570796,1.570796,-1.517958,0.052838,-3.904938,0.000000
316,0.904297,0.904297,0.904330,0.904330,27.577377,437.597397,10.000000,6.000000,1.570796,1.570796,1.570796,-1.517958,0.052838,-3.826801,0.000000
317,0.906250,0.906250,0.906283,0.906283,27.561747,436.413447,10.000000,6.000000,1.570796,1.570796,1.570796,-1.517958,0.052838,-3.748664,0.000000
318,0.908203,0.908203,0.908237,0.908237,27.546117,435.229496,10.000000,6.000000,1.570796,1.570796,1.570796,-1.517958,0.052838,-3.670528,0.000000
319,0.910156,0.910156,0.910187,0.910187,27.649377,435.050329,10.000000,6.000000,1.570796,1.570796,1.570796,-1.248527,0.322270,-3.592504,0.000000
320,0.912109,0.912109,0.912141,0.912141,27.949460,433.904933,10.000000,6.000000,1.570796,1.570796,1.570796,-1.248527,0.322270,-3.514368,0.000000
321,0.914062,0.914062,0.914094,0.914094,28.249542,432.759536,10.000000,6.000000,1.570796,1.570796,1.570796,-1.248527,0.322270,-3.436231,0.000000
322,0.916016,0.916016,0.916043,0.916043,28.269592,432.295899,10.000000,6.000000,1.570796,1.570796,1.570796,-1.028810,0.541987,-3.358293,0.000000
323,0.917969,0.917969,0.917996,0.917996,28.812103,431.243442,10.000000,6.000000,1.570796,1.570796,1.570796,-1.028810,0.541987,-3.280156,0.000000
324,0.919922,0.919922,0.919950,0.919950,29.354614,430.190986,10.000000,6.000000,1.570796,1.570796,1.570796,-1.028810,0.541987,-3.202019,0.000000
325,0.921875,0.921875,0.921903,0.921903,29.897125,429.138529,10.000000,6.000000,1.570796,1.570796,1.570796,-1.028810,0.541987,-3.123883,0.000000
326,0.923828,0.923828,0.923856,0.923856,30.439636,428.086073,10.000000,6.000000,1.570796,1.570796,1.570796,-1.028810,0.541987,-3.045746,0.000000
327,0.925781,0.925781,0.925803,0.925803,30.782739,427.513951,10.000000,6.000000,1.570796,1.570796,1.570796,-0.858127,0.712669,-2.967883,0.000000
328,0.927734,0.927734,0.927756,0.927756,31.496132,426.568936,10.000000,6.000000,1.570796,1.570796,1.570796,-0.858127,0.712669,-2.889746,0.000000
329,0.929688,0.929688,0.929710,0.929710,32.209525,425.623920,10.000000,6.000000,1.570796,1.570796,1.570796,-0.858127,0.712669,-2.811610,0.000000
330,0.931641,0.931641,0.931663,0.931663,32.922917,424.678905,10.000000,6.000000,1.570796,1.570796,1.570796,-0.858127,0.712669,-2.733473,0.000000
331,0.933594,0.933594,0.933617,0.933617,33.636310,423.733890,10.000000,6.000000,1.570796,1.570796,1.570796,-0.858127,0.712669,-2.655336,0.000000
332,0.935547,0.935547,0.935567,0.935567,34.133639,423.051548,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.577306,0.000000
333,0.937500,0.937500,0.937521,0.937521,34.964809,422.208257,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.499169,0.000000
334,0.940104,0.940104,0.940125,0.940125,36.073035,421.083870,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.394987,0.000000
335,0.942708,0.942708,0.942730,0.942730,37.181262,419.959482,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.290805,0.000000
336,0.945312,0.945312,0.945334,0.945334,38.289488,418.835094,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.186623,0.000000
337,0.947266,0.947266,0.947288,0.947288,39.120658,417.991803,10.000000,6.000000,1.570796,1.570796,1.570796,-0.726598,0.844198,-2.108486,0.000000
338,0.949219,0.949219,0.949239,0.949239,39.846971,417.350723,10.000000,6.000000,1.570796,1.570796,1.570796,-0.623986,0.946810,-2.030424,0.000000
339,0.951172,0.951172,0.951193,0.951193,40.760149,416.597006,10.000000,6.000000,1.570796,1.570796,1.570796,-0.623986,0.946810,-1.952287,0.000000
340,0.953125,0.953125,0.953146,0.953146,41.673327,415.843290,10.000000,6.000000,1.570796,1.570796,1.570796,-0.623986,0.946810,-1.874151,0.000000
341,0.956250,0.956250,0.956269,0.956269,43.121739,414.720470,10.000000,6.000000,1.570796,1.570796,1.570796,-0.591756,0.979040,-1.749232,0.000000
342,0.959375,0.959375,0.959392,0.959392,44.619732,413.563154,10.000000,6.000000,1.570796,1.570796,1.570796,-0.591756,0.979040,-1.624312,0.000000
343,0.962500,0.962500,0.962515,0.962515,46.117725,412.405838,10.000000,6.000000,1.570796,1.570796,1.570796,-0.591756,0.979040,-1.499393,0.000000
344,0.965625,0.965625,0.965638,0.965638,47.615718,411.248522,10.000000,6.000000,1.570796,1.570796,1.570796,-0.591756,0.979040,-1.374474,0.000000
345,0.968750,0.968750,0.968761,0.968761,49.061634,410.124369,10.000000,6.000000,1.570796,1.570796,1.570796,-0.542342,1.028454,-1.249555,0.000000
346,0.971875,0.971875,0.971885,0.971885,50.613931,409.135774,10.000000,6.000000,1.570796,1.570796,1.570796,-0.499750,1.071046,-1.124599,0.000000
347,0.975000,0.975000,0.975009,0.975009,52.212383,408.120688,10.000000,6.000000,1.570796,1.570796,1.570796,-0.499750,1.071046,-0.999644,0.000000
